RM Location ID,RM Property ID,RM Name,RM Address,RM City,RM State,Sola ID,Sola Name,Sola Address,Sola City,Sola State,Matched?,Notes
51,11,"AGG Salon 2, LLC","15454 N Frank Lloyd Wright Blvd
Suite A-2",Scottsdale,AZ,398,Scottsdale,15454 N Frank Lloyd Wright Blvd. ,Scottsdale,AZ,Yes,Fuzzy match
52,7,Sola Salon Studios Cordova,"2362 N. Germantown Pkwy
Suite 103",Cordova,TN,242,Cordova,2362 N Germantown Parkway ,Cordova,TN,Yes,Fuzzy match
53,1,Roseville Sola LLC,1850 Sierra Gardens,Roseville,CA,26,Roseville,1850 Sierra Gardens Dr,Roseville,CA,Yes,Fuzzy match
53,2,Kirby Ramsey Leasing LLC,19221 N State Highway 135,Almont,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
53,3,Folsom Sola LLC,"Quail Park Folsom
500 Plaza Drive, Building J",Folsom,CA,37,Folsom,500 Plaza Drive,Folsom,CA,Yes,Fuzzy match
53,4,Enterprise,947 Enterprise Drive,Sacramento,CA,40,Enterprise-Arden,947 Enterprise Drive,Sacramento,CA,Yes,Perfect match
53,5,"Rocklin Sola, LLC",2340 Sunset Boulevard,Rocklin,CA,62,Rocklin,2340 Sunset Blvd.,Rocklin,CA,Yes,Fuzzy match
53,6,Downtown,"621 Capitol Mall
Suite 120",Sacramento,CA,102,Capitol Mall,621 Capitol Mall Drive,Sacramento,CA,Yes,Fuzzy match
53,7,Auburn Sola LLC,"1760 Grass Valley Highway
#200",Auburn,CA,188,Auburn,"1760 Grass Valley Highway, Suite 200",Auburn,CA,Yes,Fuzzy match
53,8,Elk Grove Sola LLC,"9117 E. Stockton Boulevard
Suite 110",Elk Grove,CA,189,Elk Grove,9117 East Stockton Blvd,Elk Grove,CA,Yes,Fuzzy match
54,1,"Hawbrook La Jolla, LLC",5726 La Jolla Blvd. #101,La Jolla,CA,8,La Jolla,5726 La Jolla Boulevard,La Jolla,CA,Yes,Fuzzy match
54,2,"Hawbrook Mission Valley, LLC","404 Camino del Rio South
Suite 100",San Diego,CA,18,Mission Valley,404 Camino del Rio South,San Diego,CA,Yes,Fuzzy match
54,3,"Hawbrook Friars, LLC","1450 Frazee Road
101",San Diego,CA,45,Fashion Valley,1450 Frazee Road,San Diego,CA,Yes,Fuzzy match
54,4,"Hawbrook Encinitas, LLC","285 North El Camino Real
Suite 101",Encinitas,CA,48,Encinitas,285 North El Camino Real #101,Encinitas,CA,Yes,Fuzzy match
54,5,"Hawbrook Holdings, LLC",395 Fairfax St.,Denver ,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
54,7,"Hawbrook Carlsbad, LLC",1822 Marron Road,Carlsbad,CA,153,Carlsbad,1822 Marron Rd. Suite A,Carlsbad,CA,Yes,Fuzzy match
54,8,Hawbrook Kearny Mesa LLC,"4240 Kearny Mesa Road
#105",San Diego,CA,245,Kearny Mesa,4240 Kearny Mesa Road,San Diego,CA,Yes,Fuzzy match
54,9,"Hawbrook San Marcos, LLC",720 South Rancho Santa Fe Rd.,San Marcos,CA,276,San Marcos West,720 S. Rancho Sante Fe Rd.,San Marcos,CA,Yes,Fuzzy match
54,10,"Hawbrook Little Italy, LLC",1550 Front Street,San Diego,CA,303,Little Italy,1550 Front Street,San Diego,CA,Yes,Perfect match
54,11,"Hawbrook Poway, LLC",12636 Poway Road Suites 4/6,Poway,CA,366,Poway,12636 Poway Road,Poway,CA,Yes,Fuzzy match
54,12,"Hawbrook Oceanside, LLC",4161 Oceanside Blvd. ,Oceanside,CA,383,Oceanside,4161 Oceanside Blvd. ,Oceanside,CA,Yes,Perfect match
54,13,"Hawbrook Clairemont, LLC",3007 Clairemont Drive,San Diego,CA,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
55,9,Chenal Sola,12310 Chenal Parkway Suite #4,Little Rock,AR,174,Chenal Parkway,12310 Chenal Parkway,Little Rock,AR,Yes,Fuzzy match
55,10,"LSMS, Inc",855 Miller Creek Rd.,Batesville,AR,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
55,11,North Little Rock Sola,"4000 McCain Blvd.
Suite B",Norh Little Rock,AR,272,North Little Rock,4000 McCain Blvd. Space B ,North Little Rock,AR,Yes,Fuzzy match
55,12,Chenal Test,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
56,7,GaAugVillagePlaza,"270 Bobby Jones Expy
Suite 158",Augusta,GA,134,Village Plaza - Bobby Jones Expy.,270 Bobby Jones Expressway Suite #158,Augusta,GA,Yes,Fuzzy match
57,1,Carrollwood-NPP,15241 N Dale Mabry Hwy,Tampa,FL,51,Carrollwood,15241 N Dale Mabry Highway,Tampa,FL,Yes,Fuzzy match
57,2,Walk at Highwoods Preserve,"18061 Highwoods Preserve Parkway
Unit 8A",New Tampa,FL,71,New Tampa/Wesley Chapel,18061 Highwoods Preserve Parkway,New Tampa,FL,Yes,Fuzzy match
57,3,BayBridge Center,"13909 N Dale Mabry
Suite 104",Tampa,FL,51,Carrollwood,15241 N Dale Mabry Highway,Tampa,FL,Yes,Fuzzy match
58,8,Otay Ranch,2015 Birch Road Suite 401,Chula Vista,CA,152,Otay Ranch Town Center,2015 Birch Rd. Suite 401,Chula Vista,CA,Yes,Fuzzy match
58,9,El Cajon,198 West Main Street,El Cajon,CA,63,El Cajon, 198 West Main Street,El Cajon,CA,Yes,Fuzzy match
59,7,Sola-Boise,1197 W Main St,Boise,ID,223,Owyhee,1197 W. Main Street,Boise,ID,Yes,Fuzzy match
59,8,Sola-Spokane,802 E 29th Ave. Suite 1,Spokane,WA,326,Spokane,"802 E. 29th Avenue, Suite #1",Spokane,WA,Yes,Fuzzy match
59,9,Sola-CDA,2062 Main Street,Coeur D' Alene,ID,251,Village at Riverstone,2062 Main Street ,Coeur d'Alene,ID,Yes,Fuzzy match
60,1,Rillito Crossing,"4262 N 1st Avenue
Suite 130",Tucson,AZ,70,Tucson - 1st Ave,"4262 North 1st Avenue, Suite 130",Tucson,AZ,Yes,Fuzzy match
60,2,"Wold & Associates, Inc.",5150 N Northridge Circle,Tucson,AZ,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
61,7,Woodland Hills,9219 E. 71st Street,Tulsa,OK,131,South Tulsa,9219 E. 71st St. ,Tulsa,OK,Yes,Fuzzy match
61,8,Corporate,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
63,8,Corporate ,10825 Pointe View Drive,Austin,TX,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
63,9,Arboretum Crossing,"9333 Research Blvd, Suite 280",Austin,TX,156,Arboretum Crossing,9333 Research Blvd Suite 280,Austin,TX,Yes,Fuzzy match
63,10,North Cross,"7301 Burnet Road, Suite 107",Austin,TX,192,Northcross,"7301 Burnet Road, Suite 106",Austin,TX,Yes,Fuzzy match
64,7,Cinco West,23930 Westheimer Parkway,Katy,TX,117,Cinco Ranch West,23930 Westheimer Parkway,Katy,TX,Yes,Perfect match
64,8,Cinco East,22167 Westheimer Parkway,Katy,TX,219,Cinco Ranch East,22167 Westheimer Parkway,Katy,TX,Yes,Perfect match
64,9,Sugarland 1,3640 Highway 6 S,Sugarland,TX,214,Sugar Land,3640 Hwy 6 South,Sugar Land,TX,Yes,Fuzzy match
64,10,Baybrook 1,16921 El Camino Real,Houston,TX,284,Clear Lake,16921 El Camino Real ,Houston,TX,Yes,Fuzzy match
64,11,Pasadena 1,"SOLA - Heritage Center
4818 Fairmont Parkway",Pasadena,TX,338,Pasadena,4818 Fairmont Parkway,Pasadena,TX,Yes,Fuzzy match
65,8,Reading,56 General Way,Reading,MA,232,Reading,56 General Way,Reading,MA,Yes,Perfect match
65,9,Needham,33 4th Avenue,Needham,MA,374,Needham,33 4th Avenue,Needham,MA,Yes,Perfect match
66,1,#01-Sola East,"7724 E 37th St N, Suite 300",Wichita,KS,5,East Wichita,"7724 E 37th St N, Suite 300",Wichita,KS,Yes,Perfect match
66,2,#01 Sola West LLC,"2243 N Tyler, Suite 115",Wichita,KS,13,West Wichita,"2243 N Tyler, Suite 115",Wichita,KS,Yes,Perfect match
66,3,#01 Santa Clarita,26615 Bouquet Canyon Road,Santa Clarita,CA,46,Santa Clarita,26615 Bouquet Canyon Road,Santa Clarita,CA,Yes,Perfect match
66,4,#02 El Segundo,2041 Rosecrans Ave Suite 170,El Segundo,CA,99,Manhattan Beach/El Segundo,2041 Rosecrans Ave. #170,El Segundo,CA,Yes,Fuzzy match
66,5,#20 G&A CA,2420 N Woodlawn Bldg 300,Wichita,KS,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
66,6,#03 Thousand Oaks,43 Thousand Oaks,Thousand Oaks,CA,47,Thousand Oaks,43 A West Thousand Oaks Blvd,Thousand Oaks,CA,Yes,Fuzzy match
66,7,#02 Sola East - Preston,14114 E Central,Wichita,KS,181,Preston Village,11414 East Central,Wichita,KS,Yes,Fuzzy match
66,8,Solafornia - 01 Ventura,1730 S Victoria Ave Unit B,Ventura,CA,199,Ventura,1730 S Victoria Ave Suite B,Ventura,CA,Yes,Fuzzy match
66,9,Solafornia - G&A,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
66,10,OLD DO NOT USE Ventura ,prior to creating Solafornia,Ventura,CA,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
66,11,Solafornia - 02 Valencia,24510 Town Center Drive Suite 250,Valencia ,CA,277,Valencia,24510 Town Center Drive #250 ,Valencia,CA,Yes,Fuzzy match
66,12,#98-Cavan Investments,2420 N Woodlawn BLdg 300,Wichita,KS,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
67,1,Birmingham Sola,619 S. Adams,Birmingham,MI,195,Birmingham,619 S Adams Road,Birmingham,MI,Yes,Fuzzy match
67,2,West Bloomfield,5642 W. Maple Road,West Bloomfield,MI,350,West Bloomfield,5642 West Maple Road,West Bloomfield,MI,Yes,Fuzzy match
67,3,Novi Sola,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
68,8,Port Jefferson,4699 Nesconset Highway,Port Jefferson Station,NY,146,Port Jefferson,4699-1 Nesconset Highway,Port Jefferson Station,NY,Yes,Fuzzy match
68,9,Huntington,295 W Jericho Turnpike,Huntington,NY,149,Huntington,295 West Jericho Turnpike,Huntington Station,NY,Yes,Fuzzy match
68,10,Garden City,400 Garden City Plaza,Garden City,NY,147,Garden City,400 Garden City Plaza,Garden City,NY,Yes,Perfect match
68,11,Hauppauge,"586 Veteran's Memorial Highway, Unit 1C",Hauppauge,NY,349,Hauppauge,"586 Veteran's Memorial Highway, 1C",Hauppauge,NY,Yes,Fuzzy match
69,1,1839-B Independence Ave,1839-B Independence Ave.,Springfield,MO,142,James River Towne Center,1839-B East Independence Avenue,Springfield,MO,Yes,Fuzzy match
69,2,Kickapoo Corners,3634-3636 S. Campbell,Springfield,MO,370,Kickapoo Corners Shopping Center,3636 South Campbell Avenue,Springfield,MO,Yes,Fuzzy match
70,8,Sola Salons Redwood City,2115 Broadway,Redwood City,CA,191,Redwood City,2115 Broadway Street,Redwood City,CA,Yes,Fuzzy match
70,9,Sola Salons San Rafael,900 4th Street,San Rafael,CA,386,San Rafael,900 4th St. Suite 300,San Rafael,CA,Yes,Fuzzy match
71,7,Sola Maple Grove,7908 N. Main St.,Maple Grove,MN,161,Maple Grove,"7908 North Main Street, Arbor Lakes North End",Maple Grove,MN,Yes,Fuzzy match
72,1,Tysons Sola,"8607 Westwood Center Drive
Suite 100",Tysons Corner,VA,208,Tysons Corner,8607 Westwood Center Drive,"Tysons Corner, 22182",VA,Yes,Fuzzy match
73,7,Sola Rockford,2696 Mcfarland RD.,Rockford ,IL,65,McFarland Road,2696 McFarland Rd.,Rockford,IL,Yes,Fuzzy match
74,8,R Group LLC / DBA Sola Salons ,151 E. Metro Parkway,Flowood,MS,198,Dogwood Center Flowood Mississippi,"151 East Metro Parkway, Suite 203 ",Flowood,MS,Yes,Fuzzy match
75,7,"SDS Salon Partners, LLC","4521 PGA Blvd, Ste 471",Palm Beach Gardens,FL,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
75,9,2925 PGA,"2925 PGA Blvd.
Suite 102",Palm Beach Gardens,FL,172,Palm Beach Gardens,"2925 PGA Boulevard, Ste. 102",Palm Beach Gardens,FL,Yes,Fuzzy match
75,10,Wellington Green,"2515 S SR 7
Suite 100",Wellington,FL,173,Wellington,"2515 S State Road 7, Ste.100",Wellington,FL,Yes,Fuzzy match
75,11,Oakwood Square - Boynton,"398 North Congress Avenue
Suite 385",Boynton Beach,FL,237,Boynton Beach,398 N. Congress Avenue ,Boynton Beach,FL,Yes,Fuzzy match
75,12,Stuart Square,1982 -1986 SE Federal Highway,Stuart,FL,243,Stuart,1982 SE Federal Highway,Stuart,FL,Yes,Fuzzy match
75,13,Vero Beach,490 21st Avenue,Vero Beach,FL,333,Vero Beach,490 21st Street,Vero Beach,FL,Yes,Fuzzy match
75,26,Savannah Market Walk,"318 Mall Boulevard
7135C",Savannah,GA,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
75,27,Jupiter,1132 W. Indiantown Road,"","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
76,2,Seattle Sola LLC,7301 E 8th Ave,Denver,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
76,3,Elements 1,"909 112th Avenue NE
Suite 105",Bellevue,WA,59,Downtown Bellevue - Elements Too Building,"909 112th Avenue NE, Suite 105 & 205",Bellevue,WA,Yes,Fuzzy match
76,4,Aspira 2,"1823 Terry Avenue
Suite 105",Seattle,WA,96,Downtown Seattle - Aspira Building,"1823 Terry Ave, Suite 105",Seattle,WA,Yes,Fuzzy match
76,5,Northgate 3,"11007 5th Ave NE, Suite 9",Seattle,WA,97,Northgate - Northgate North Shopping Center,"11007 5th Ave NE, Suite 9",Seattle,WA,Yes,Perfect match
76,6,Elements 4,"909 112th Ave NE
Suite 105",Bellevue,WA,59,Downtown Bellevue - Elements Too Building,"909 112th Avenue NE, Suite 105 & 205",Bellevue,WA,Yes,Fuzzy match
76,7,Riverpark 5,"15791 Bear Creek Parkway, Suite 100",Redmond,WA,163,Redmond - Riverpark,"15791 Bear Creek Parkway, Suite 100",Redmond,WA,Yes,Perfect match
77,1,Sola Broadway,5855 E. Broadway,Tucson,AZ,90,Tucson - Broadway / Park Place Mall,5855 E Broadway Suite 100,Tucson,AZ,Yes,Fuzzy match
77,2,Mill Valley Rental,275 Princeton Ave,Mill Valley,CA,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
77,3,Sola Oracle,"7090 No. Oracle
Suites 80, 84, 88",Tucson,AZ,137,Tucson - Northwest,7090 N. Oracle Suite 80,Tucson,AZ,Yes,Fuzzy match
77,4,Corporate,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
78,8,Sola San Marcos,2055 Montiel Road Suite 108 & 109,San Marcos,CA,162,San Marcos,"2055 Montiel Road, Suite 109",San Marcos,CA,Yes,Fuzzy match
79,1,Kings Crossing,2905 W. 90th St.,Sioux Falls,SD,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
79,2,Sola of Fargo,3475 45th St. S. Suite 100,Fargo,ND,175,Southwest Fargo,3475 45th St South Suite 100,Fargo,ND,Yes,Fuzzy match
82,7,Sola Salons Studios Lexington Green,"200 Lexington Green Circle
Suite 150",Lexington,Kentucky,,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
83,1,Sola College Station,4227 Thickey Pines Ct.,Katy,TX,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
84,7,Clocktower Village,709 N. 98th Street,Omaha,NE,318,Clocktower Village,709 N 98th Street,Omaha,NE,Yes,Fuzzy match
84,8,Sioux City,1772 Hamilton Blvd.,Sioux City,IA,371,Perry Creek Shopping Center,1772 Hamilton Blvd.,Sioux City,IA,Yes,Perfect match
84,9,Corporate ,2105 Pebble Beach Lane,Brandon,SD,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
85,9,Sola Avondale,2935 N Dysart Rd. Suite 101,Avondale,AZ,280,Avondale,"2935 N Dysart Road, Suite 101 ",Avondale,AZ,Yes,Fuzzy match
85,10,Sola Uptown Phoenix,6016 N 16 St.,Phoenix,AZ,354,Uptown Phoenix,6016 N 16th St.,Phoenix,AZ,Yes,Fuzzy match
86,7,Sola Artesia,"18300 Gridley Road, Suite 200",Artesia,CA,313,Artesia,18300 Gridley Road,Artesia,CA,Yes,Fuzzy match
86,8,Sola Shelby Township,45567 Market Street,Shelby Township,MI,329,Shelby Township,45567 Market Street,Shelby Township,MI,Yes,Perfect match
86,10,Lakeview Plaza,5550-5578 Cooley Lake Road,Waterford,MI,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
87,9,"495 Post Road East, Westport, CT","Sola Salons
495 Post Road East",Westport,CT,274,Westport,495 Post Road East,Westport,CT,Yes,Fuzzy match
87,10,"5 River Road, Wilton, CT 06897","Sola Salons
5 River Road",Witlon,CT,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
88,7,Sola Hales Corners,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
89,1,Fountain Oaks - Sandy Springs,"4920 Roswell Road
Suite 37",Atlanta,GA,6,Fountain Oaks,4920 Roswell Road,Atlanta,GA,Yes,Fuzzy match
89,2,Four S Atlanta LLC,"1300 Baxter St
Suite 421",Charlotte,NC,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,3,Four S LLC,"1300 Baxter St
Suite 421",Charlotte,NC,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,4,Windward Parkway - Alpharetta,"12872 Highway 9
Suite 200",Alpharetta,Ga,12,Winward Parkway,12872 Highway 9 ,Alpharetta,GA,Yes,Fuzzy match
89,5,Medlock Crossing - Duluth,"5805 State Bridge Rd
Suite 500",Duluth,Ga,14,Medlock Corners,5805 State Bridge Road,Duluth,GA,Yes,Fuzzy match
89,6,North Town Center Commons - Kennesaw,2920 George Busbee Parkway,Kennesaw,GA,16,NTCC,2920 George Busbee Parkway,Kennesaw,GA,Yes,Perfect match
89,7,Johnson Ferry Road - East Cobb,"1062 Johnson Ferry Road
Suite 100",Marietta,GA,28,East Cobb,1062 Johnson Ferry Rd,Marietta,GA,Yes,Fuzzy match
89,8,Four S Charlotte LLC,"1300 Baxter St
Suite 421",Charlotte,NC,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,9,The Shoppes at The Fresh Market - Cornelius (SoLak,"20619 Torrence Chapel Rd
Suite 123",Davidson,NC,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,12,DuPont Building - SouthPark,6324 Fairview Road,Charlotte,NC,66,SouthPark,6324 Fairview Road,Charlotte,NC,Yes,Perfect match
89,13,Saltbox - Cary,1269 Kildaire Farm Road ,Cary,NC,69,Cary,1269 Kildaire Farm Road,Cary,NC,Yes,Fuzzy match
89,14,Atherton Mill - SouthEnd,"2000 South Blvd
Suite 540",Charlotte,NC,78,South End,2000 South Boulevard,Charlotte,NC,Yes,Fuzzy match
89,15,Brennan Station - N. Raleigh,"8111 Creedmoor Rd
Suite 146",Raleigh,NC,77,North Raleigh - Creedmoor,8111 Creedmoor Road,Raleigh,NC,Yes,Fuzzy match
89,16,The Arboretum - Arboretum,"8035 Providence Rd
Building 3 - Suite 400",Charlotte,NC,53,Arboretum,8035 Providence Road,Charlotte,NC,Yes,Fuzzy match
89,17,Parkway Commons - Morrisville,1901 NW Cary Parkway,Morrisville,NC,104,Morrisville,1901 NW Cary Parkway,Morrisville,NC,Yes,Perfect match
89,18,Peakway - Apex,"800 Williams Street
Suite 128",Apex,NC,103,Apex,800 West Williams Street,Apex,NC,Yes,Fuzzy match
89,20,Seaboard Station - Raleigh,111 Seaboard Ave,Raleigh,NC,106,In Town - Seaboard,111 Seaboard Avenue Suite 100,Raleigh,NC,Yes,Fuzzy match
89,21,The Arbors - UNCC,2015 East Arbors Drive,Charlotte,NC,56,UNCC,2015 East Arbors Drive,Charlotte,NC,Yes,Perfect match
89,23,Four S Tampa LLC,"1300 Baxter St
Suite 421",Charlotte,NC,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,24,Coral Landings Shopping Center - Palm Harbor,"33295 US 19 N
Suite B1 - B3",Palm Harbor,FL,115,Palm Harbor,33295 US 19 N,Palm Harbor,FL,Yes,Fuzzy match
89,25,Four S Raleigh LLC,"1300 Baxter St
Suite 421",Charlotte,NC,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,26,Butler Crossing - Acworth,"3221 Cobb Parkway
Suite 610 and 620",Kennesaw,GA,116,Butler Crossing,3221 Cobb Parkway,Kennesaw,GA,Yes,Fuzzy match
89,27,Cloverdale Plaza - Winston Salem,2227 Cloverdale Ave,Winston Salem,NC,54,Cloverdale Plaza,2227 Cloverdale Ave,Winston-Salem,NC,Yes,Fuzzy match
89,28,Pleasant Valley Promenade - Crabtree Valley,6260-100 Glenwood Ave,Raleigh,NC,170,Crabtree Valley,6260 Glenwood Avenue Suite 100,Raleigh,NC,Yes,Fuzzy match
89,29,Brandon Centre South - Brandon,1941 Lumsden Rd,Brandon,FL,171,Brandon,1941 W. Lumsden Road,Brandon,FL,Yes,Fuzzy match
89,30,Falls of Neuse - N. Raleigh,"909 Spring Forest Rd
Unit 112",Raleigh,NC,190,North Raleigh - Falls of Neuse,909 Spring Forest Rd,Raleigh,NC,Yes,Fuzzy match
89,31,Four S Jacksonville LLC,"1300 Baxter St.
Suite 421",Charlotte,NC,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,32,Riverplace Shopping Center - Mandarin,"11111 San Jose Blvd
Suite 72",Jacksonville,FL,212,Mandarin,11111 San Jose Boulevard,Jacksonville,FL,Yes,Fuzzy match
89,33,Webb Gin - Grayson/Snellville,"1350 Scenic Highway
Suite 124",Snellville,GA,202,Webb Ginn,1350 Scenic Highway,Snellville,GA,Yes,Fuzzy match
89,34,Atlantic Village - Atlantic Beach,983 Atlantic Blvd,Atlantic Beach,FL,211,Atlantic Beach,983 Atlantic Boulevard,Atlantic Beach,FL,Yes,Fuzzy match
89,35,Stonebridge Square - Roswell,"622 W Crossville Rd
Suite 200",Roswell,GA,246,Stonebridge Square,622 W Crossville Rd,Roswell,GA,Yes,Fuzzy match
89,36,Wekiva Square - Altamonte Springs,"937 W. SR 436
Suite 500",Altamonte Springs,FL,278,Altamonte Springs,937 W State Road 436,Altamonte Springs,FL,Yes,Fuzzy match
89,37,"Four S Orlando, LLC","1300 Baxter St
Suite 421",Charlotte,NC,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,38,Rams Plaza - Chapel Hill,"1728 Fordham Blvd
Suites 153 and 157",Chapel Hill,NC,292,Rams Plaza,1728 Fordham Blvd.,Chapel Hill,NC,Yes,Fuzzy match
89,39,Park-Abbey Building - Park Road,4600 Park Road,Charlotte,NC,291,Park Road,4600 Park Road,Charlotte,NC,Yes,Perfect match
89,40,Lake Mary Centre - Lake Mary,3653 Lake Emma Road,Lake Mary,FL,294,Lake Mary,3653 Lake Emma Rd ,Lake Mary,FL,Yes,Fuzzy match
89,41,Island Walk North - Fleming Island,"1950 East West Parkway
Fleming Island",Orange Park,FL,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,42,Shops at Pelham - Greenville,"",Greenville,SC,,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
89,43,RiverGate Shopping Center - Steele Creek,"14136 RiverGate Parkway
Suite 100",Charlotte,NC,297,Steele Creek,"14136 Rivergate Pkwy, Suite 100",Charlotte,NC,Yes,Fuzzy match
89,44,Blakeney Shopping Center - Ballantyne,9852-F2 Rea Road,Charlotte,NC,335,Blakeney,9870 Rea Road Suite #9652-F2,Charlotte,NC,Yes,Fuzzy match
89,45,Battleground Village - Greensboro,2957 A-B B Battleground Ave,Greensboro,NC,377,Battleground Village,2957 Battleground Avenue,Greensboro,NC,Yes,Fuzzy match
89,46,Tyrone Square Mall - St. Petersburg,6754 22nd Avenue North,St. Petersburg,FL,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
89,47,Matthews Festival - Independence,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
89,48,Sarasota Pavilion - Sarasota,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
110,7,Sola Salons San Dimas,655 West Arrow Highway,San Dimas,CA,145,San Dimas - San Dimas Station NORTH Shopping Center,655 West Arrow Highway (Cross street - West Bonita Ave),San Dimas,CA,Yes,Fuzzy match
111,1,Roseville Sola,"2401 Fairview Avenue North
Sola Salons, Rosedale Marketplace",Roseville,MN,114,Roseville,Rosedale Marketplace - ,Roseville,MN,Yes,Fuzzy match
111,2,Woodbury Sola,"9100 Hudson Road, Suite 100
Sola Salons, Woodbury Lakes",Woodbury,MN,113,Woodbury,Woodbury Lakes - ,Woodbury,MN,Yes,Fuzzy match
111,5,Blaine Sola,"784 County Road 10 NE
Sola Salons, Northcourt Commons",Blaine,MN,187,Blaine,784 County Road 10 NE,Blaine,MN,Yes,Fuzzy match
111,6,St Paul Sola,"688 Hague Avenue
Sola Salons, Saint Paul",Saint Paul,MN,225,Saint Paul,688 Hague Avenue,Saint Paul,MN,Yes,Fuzzy match
111,7,Maple Grove Management,"7908 Main Street North
Sola Salons, Main Street",Maple Grove,MN,161,Maple Grove,"7908 North Main Street, Arbor Lakes North End",Maple Grove,MN,Yes,Fuzzy match
111,8,Maplewood Sola,2966 White Bear Avenue,Maplewood,MN,310,Maplewood,2966 White Bear Avenue,Maplewood,MN,Yes,Perfect match
111,9,Maplewood Building,2966 White Bear Avenue,Maplewood,MN,310,Maplewood,2966 White Bear Avenue,Maplewood,MN,Yes,Perfect match
111,10,Little North Fork G&A,"Little North Fork, LLC
PO Box 270876",St. Paul,MN,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
111,11,Eden Prairie Sola,"","","",,,,,,No,"Could not be matched because property in Rent Manager was missing street address, city or state."
112,7,Sola Lubbock Southwest,"7020 Quaker Avenue
Suite 8",Lubbock,TX,253,Lubbock Southwest,7020 Quaker Avenue Suite 8 ,Lubbock ,TX,Yes,Fuzzy match
112,8,Sola Waco,"1428 Wooded Acres, Suite 100",Waco,TX,319,Waco - Lake Air Court,1428 Wooded Acres,Waco,TX,Yes,Fuzzy match
113,1,Sola Salon Studios- Fort Collins,4637 South Mason Street,Fort Collins,CO,57,Fort Collins- Arbor Plaza,4637 South Mason Street (Next to Pizza Hut & Wal-Mart),Fort Collins,CO,Yes,Fuzzy match
114,7,Sola Salon Rocky River,21639 Center Ridge Road,Rocky River,OH,271,Rocky River,21639 Center Ridge Road ,Rocky River,OH,Yes,Fuzzy match
115,7,The Woodlands,"17947 I 45 S
Ste 226",Shenandoah,TX,125,The Woodlands,17947 I-45 S Ste 226,Shenandoah,TX,Yes,Fuzzy match
115,8,Spring,"16000 Stuebner Airline
Suite O",Spring,TX,206,Spring,16000 Stuebner Airline,Spring,TX,Yes,Fuzzy match
115,9,Heights East,5836 N Main St,Houston,TX,264,Heights,5836 N Main St,Houston,TX,Yes,Perfect match
115,10,LunchBox,"1000 S Colorado Blvd
#106",Glendale,CO,,,,,,No,"Tried to match using both perfect and fuzzy match, but both matching attempts failed."
